#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.9 0.0307064 0.0520602 0.0244682 0.0648446 0.106857 0.0557488 0.0204499 0.0468427 0.0187777 0.110818 0.129057 0.0822465 0 0 0 9.8 10 11611 9663 1948 526 359 0
10.1 0.06309 0.0695302 0.0435852 0.104134 0.102478 0.0804181 0.0263158 0.0595428 0.0263158 0.159574 0.152506 0.116409 0 0 0 10 10.2 8131 6900 1231 228 285 0
10.3 0.106421 0.0728743 0.0599562 0.165414 0.121453 0.0992371 0.078125 0.082892 0.078125 0.257261 0.15243 0.12189 0 0 0 10.2 10.4 5722 4947 775 74 233 0
10.5 0.137785 0.0747941 0.0511832 0.234004 0.116329 0.129467 0.125 0.0685484 0.09375 0.340659 0.129286 0.168784 0 0 0 10.4 10.6 3938 3419 519 35 181 0
10.7 0.196223 0.0785692 0.0645857 0.288 0.109436 0.14814 0 0.2 0 0.330275 0.119337 0.12132 0 0 0 10.6 10.8 2615 2320 295 5 134 0
10.9 0.265293 0.0772933 0.071315 0.254054 0.0852317 0.0670037 0 0 0 0.296703 0.110704 0.0824176 0 0 0 10.8 11 1543 1382 161 4 86 0
11.1 0.280899 0.0672493 0.0612457 0.303922 0.115831 0.0629577 0.5 0 0.5 0.351852 0.13751 0.0740741 0 0 0 11 11.2 818 733 85 2 49 0
11.3 0.313333 0.0830303 0.0650575 0.291667 0.0996377 0.120238 0 0 0 0.25 0.2 0.15 0 0 0 11.2 11.4 347 316 31 0 16 0
11.5 0.360825 0.0739579 0.0787734 0.166667 0.190476 0.0952381 0 0 0 0.166667 0.233333 0.166667 0 0 0 11.4 11.6 109 96 13 0 8 0
11.7 0.242424 0.121212 0.0700105 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 35 35 0 0 0 0
11.9 0.222222 0.277778 0.222222 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 2 2 0 0 0 0
12.3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 1 1 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
