#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
10.7 0.0951684 0.104087 0.0628109 0.109589 0.182078 0.0944375 0 0.111111 0 0.15 0.213636 0.15 0 0 0 10.6 10.8 772 698 74 8 27 0
10.9 0.103627 0.114794 0.0666951 0.0666667 0.174074 0.0666667 0 0 0 0.111111 0.201389 0.111111 0 0 0 10.8 11 498 450 48 1 18 0
11.1 0.153846 0.0839917 0.101001 0.125 0.238636 0.125 0 0 0 0.166667 0.433333 0.166667 0 0 0 11 11.2 225 216 9 0 4 0
11.3 0.144578 0.121379 0.0991238 0.2 0.254545 0.2 0 0 0 0.166667 0.333333 0.166667 0 0 0 11.2 11.4 93 82 11 0 8 0
11.5 0.115385 0.111888 0.115385 0 0.5 0 0 0 0 0 1 0 0 0 0 11.4 11.6 31 29 2 0 1 0
11.7 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 7 7 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 2 2 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
